city,locality,area_sqft,bhk,bathrooms,age_years,floor,total_floors,parking,gym,pool,furnishing,price
Delhi NCR,Dwarka,3560,2,2,12,28,32,1,1,0,Semi-Furnished,27282075
Hyderabad,Madhapur,3841,2,3,17,20,29,1,0,0,Unfurnished,20958197
Pune,Baner,3410,2,3,13,3,8,1,1,1,Fully Furnished,22502958
Pune,Viman Nagar,3279,3,2,12,7,8,1,1,1,Semi-Furnished,23225564
Mumbai,Powai,1751,2,3,8,14,19,0,0,1,Unfurnished,17177957
Hyderabad,Kondapur,3999,3,3,4,4,10,1,1,1,Semi-Furnished,21600972
Hyderabad,HITEC City,1309,2,3,18,19,25,1,0,1,Semi-Furnished,7316108
Delhi NCR,Noida Sector 62,3572,1,1,7,28,33,1,1,0,Unfurnished,26105425
Chennai,OMR,522,3,3,12,10,18,0,1,0,Semi-Furnished,4251275
Pune,Viman Nagar,2026,3,3,8,7,12,1,1,0,Fully Furnished,14810080
Delhi NCR,Faridabad,1295,2,2,16,27,30,1,0,0,Semi-Furnished,10564064
Bangalore,Indiranagar,995,1,1,4,16,19,0,0,1,Unfurnished,5141060
Pune,Hinjewadi,1399,4,4,8,8,12,1,1,0,Fully Furnished,10109007
Delhi NCR,Noida Sector 62,924,2,1,10,17,25,0,0,0,Semi-Furnished,7172351
Pune,Kothrud,3247,4,5,1,29,38,1,0,1,Semi-Furnished,20796506
Chennai,Velachery,2565,3,3,12,13,20,1,1,1,Semi-Furnished,14894748
Bangalore,Hebbal,2482,2,3,0,23,25,1,0,1,Unfurnished,12966888
Chennai,OMR,1968,3,2,7,8,17,1,1,0,Unfurnished,11360278
Bangalore,Whitefield,3174,4,4,14,9,15,1,1,1,Semi-Furnished,15390219
Mumbai,Powai,3610,2,2,21,23,29,1,0,0,Unfurnished,34618005
Delhi NCR,Greater Noida,1733,2,1,1,24,30,1,0,0,Semi-Furnished,13635343
Bangalore,Whitefield,2297,2,3,2,19,20,1,1,0,Semi-Furnished,12881203
Chennai,OMR,2758,4,3,20,26,35,0,0,0,Semi-Furnished,16893566
Pune,Kothrud,1064,3,4,16,1,7,0,0,0,Fully Furnished,8006668
Bangalore,Indiranagar,3519,2,3,17,2,9,1,0,0,Unfurnished,15842855
Delhi NCR,Dwarka,1804,2,3,16,28,29,1,0,0,Semi-Furnished,14921099
Bangalore,Whitefield,2356,2,2,13,23,28,1,1,0,Fully Furnished,13362192
Hyderabad,Gachibowli,632,2,1,10,4,7,1,0,1,Semi-Furnished,4299162
Pune,Wakad,948,2,2,22,26,35,0,1,0,Semi-Furnished,6167251
Delhi NCR,Noida Sector 62,2811,3,2,22,3,5,0,1,0,Fully Furnished,20259174
Delhi NCR,Greater Noida,2330,2,3,13,2,6,1,1,0,Fully Furnished,18086128
Mumbai,Andheri,2658,2,2,4,26,29,1,1,0,Semi-Furnished,25181022
Chennai,Adyar,1349,3,3,5,18,27,1,1,0,Fully Furnished,9356995
Mumbai,Powai,1761,2,2,18,9,12,0,1,1,Unfurnished,16393990
Delhi NCR,Greater Noida,1980,1,2,10,25,26,1,0,1,Semi-Furnished,16100846
Pune,Baner,1400,1,1,1,6,14,0,0,1,Semi-Furnished,9372936
Bangalore,Whitefield,1258,2,3,9,26,27,0,1,0,Unfurnished,6380588
Bangalore,HSR Layout,2039,4,4,12,29,30,0,1,0,Semi-Furnished,11089947
Pune,Baner,2399,3,3,24,11,18,1,0,1,Unfurnished,16192184
Delhi NCR,Dwarka,3408,1,2,1,7,16,1,1,0,Fully Furnished,25543809
Bangalore,Whitefield,3444,2,2,13,28,32,0,1,1,Fully Furnished,17875614
Bangalore,HSR Layout,1361,2,2,16,4,8,0,1,0,Semi-Furnished,7479627
Bangalore,Indiranagar,2347,3,2,8,23,28,1,1,0,Unfurnished,13082513
Chennai,Anna Nagar,3744,3,2,7,12,17,1,1,1,Semi-Furnished,23779024
Chennai,T Nagar,2740,3,2,7,8,10,0,1,0,Unfurnished,16304631
Hyderabad,Madhapur,1014,2,1,6,3,12,1,1,0,Unfurnished,5686132
Mumbai,Kurla,3337,2,1,24,1,10,1,1,0,Fully Furnished,31383355
Pune,Wakad,1467,3,2,15,4,13,1,0,0,Unfurnished,10444124
Pune,Baner,2091,4,4,18,1,10,1,1,1,Semi-Furnished,14545329
Pune,Baner,3980,4,4,23,25,26,0,1,0,Semi-Furnished,26789733
Hyderabad,HITEC City,583,1,1,16,17,25,1,1,0,Unfurnished,3053641
Chennai,Adyar,1297,3,4,0,5,13,0,1,0,Unfurnished,7637476
Delhi NCR,Faridabad,2627,3,2,12,25,29,1,0,0,Semi-Furnished,21588942
Delhi NCR,Noida Sector 62,2101,4,4,15,10,11,0,1,0,Unfurnished,16948793
Hyderabad,Madhapur,3780,2,3,5,9,10,0,1,1,Unfurnished,20210826
Delhi NCR,Greater Noida,1021,3,4,14,0,1,1,1,0,Semi-Furnished,8219487
Pune,Viman Nagar,1722,1,2,11,1,4,1,1,0,Semi-Furnished,10179357
Mumbai,Kurla,2094,3,3,23,20,23,1,1,1,Semi-Furnished,20438890
Bangalore,Koramangala,733,2,3,7,9,13,0,1,0,Fully Furnished,4508170
Chennai,Anna Nagar,2342,3,3,0,4,6,0,1,1,Fully Furnished,13311727
Chennai,Anna Nagar,2791,4,4,10,25,34,0,1,1,Fully Furnished,16658065
Hyderabad,Gachibowli,1916,2,1,14,11,20,0,0,1,Semi-Furnished,10058187
Chennai,Anna Nagar,2089,3,3,0,18,25,1,1,0,Semi-Furnished,12366859
Pune,Wakad,1969,2,3,24,20,22,1,1,0,Unfurnished,13163864
Delhi NCR,Faridabad,3396,2,2,15,24,27,1,1,0,Fully Furnished,27802089
Pune,Viman Nagar,892,2,2,24,1,9,1,1,0,Semi-Furnished,5921295
Hyderabad,Kondapur,508,2,1,6,28,37,1,1,1,Semi-Furnished,4103481
Pune,Hinjewadi,1112,4,3,0,5,9,1,1,0,Semi-Furnished,7969856
Delhi NCR,Dwarka,2443,2,2,1,14,23,1,1,0,Unfurnished,18635365
Mumbai,Kurla,3354,3,3,7,7,11,1,1,0,Fully Furnished,33083840
Hyderabad,Jubilee Hills,1214,4,4,23,15,17,1,1,1,Semi-Furnished,7345516
Mumbai,Thane,2427,4,3,10,18,25,1,0,1,Unfurnished,22690088
Bangalore,Indiranagar,3724,3,2,12,29,38,1,1,1,Fully Furnished,20018673
Mumbai,Andheri,609,2,3,4,17,19,0,1,0,Fully Furnished,6895843
Bangalore,Indiranagar,1333,4,5,17,26,34,0,0,1,Semi-Furnished,8118155
Bangalore,Koramangala,765,2,3,18,16,22,1,0,0,Fully Furnished,4644542
Mumbai,Thane,1896,4,5,20,28,37,1,0,1,Fully Furnished,18943740
Hyderabad,Madhapur,3723,3,2,2,0,5,1,0,0,Unfurnished,20416197
Delhi NCR,Gurugram,2531,3,2,0,10,11,1,1,0,Fully Furnished,20472144
Pune,Baner,1475,1,1,21,3,8,1,0,0,Semi-Furnished,9527631
Pune,Viman Nagar,2118,3,4,4,27,34,0,1,1,Unfurnished,14870799
Delhi NCR,Faridabad,1454,4,4,18,5,12,1,1,0,Fully Furnished,12329930
Bangalore,HSR Layout,3986,4,4,8,6,10,1,1,0,Unfurnished,18891641
Bangalore,Hebbal,3454,1,1,23,28,34,1,1,1,Semi-Furnished,17565047
Hyderabad,Kondapur,2169,4,4,6,7,13,1,1,0,Unfurnished,11987631
Chennai,Adyar,1849,1,1,11,23,24,1,0,1,Unfurnished,10081178
Mumbai,Kurla,3219,3,2,13,9,14,0,0,0,Semi-Furnished,31348138
Bangalore,Hebbal,2074,3,2,15,29,36,0,0,0,Semi-Furnished,11034106
Pune,Hinjewadi,2723,2,1,12,16,21,1,0,1,Semi-Furnished,17396434
Hyderabad,Madhapur,3072,1,1,17,11,19,0,1,0,Semi-Furnished,17263509
Mumbai,Andheri,3886,3,4,9,7,8,1,0,0,Semi-Furnished,38612963
Hyderabad,HITEC City,3638,2,3,20,11,20,1,1,1,Unfurnished,19619852
Mumbai,Powai,3499,2,3,20,25,27,1,1,0,Fully Furnished,31653347
Mumbai,Powai,3755,3,3,5,16,24,1,1,1,Fully Furnished,37765967
Delhi NCR,Greater Noida,1558,4,5,21,2,7,1,1,0,Unfurnished,11906187
Bangalore,Indiranagar,2457,3,2,2,13,20,1,1,0,Semi-Furnished,12670429
Hyderabad,Madhapur,3052,2,3,3,11,18,0,0,0,Semi-Furnished,15258612
Hyderabad,Jubilee Hills,1348,1,1,0,4,5,0,1,1,Fully Furnished,7814119
Delhi NCR,Dwarka,1462,3,4,10,12,20,1,0,1,Fully Furnished,12789652
Pune,Viman Nagar,2325,3,4,16,10,13,0,0,0,Unfurnished,15045508
Pune,Wakad,3647,3,2,4,15,19,0,0,0,Fully Furnished,22969626
Bangalore,Whitefield,3019,4,3,11,25,28,1,0,0,Unfurnished,16348211
Bangalore,Whitefield,3070,2,2,19,9,11,1,0,1,Semi-Furnished,16036618
Chennai,Adyar,3427,2,2,22,29,36,1,1,0,Semi-Furnished,18167577
Delhi NCR,Noida Sector 62,3854,4,4,6,27,32,0,1,0,Semi-Furnished,28080454
Pune,Hinjewadi,2821,3,4,3,23,30,0,1,1,Semi-Furnished,20003207
Mumbai,Kurla,2601,3,4,15,7,8,1,1,1,Semi-Furnished,26264515
Hyderabad,HITEC City,3626,4,3,14,5,7,1,1,0,Unfurnished,19113279
Bangalore,Hebbal,1387,4,3,13,19,25,0,0,1,Fully Furnished,8355541
Hyderabad,Madhapur,1244,3,3,1,19,25,0,1,0,Unfurnished,7912650
Hyderabad,Madhapur,2824,2,1,9,23,26,1,1,0,Semi-Furnished,16145123
Chennai,Velachery,3430,5,6,19,26,27,1,1,1,Fully Furnished,20546593
Pune,Baner,1941,3,2,23,2,5,0,1,0,Fully Furnished,11835852
Bangalore,Koramangala,3179,2,1,1,23,27,1,1,0,Fully Furnished,16832126
Hyderabad,HITEC City,1748,3,2,4,19,20,0,1,1,Semi-Furnished,9770892
Bangalore,Hebbal,3117,2,1,12,9,16,1,1,0,Semi-Furnished,17068301
Mumbai,Powai,3826,4,3,22,24,27,1,0,0,Fully Furnished,36134807
Chennai,Adyar,675,3,3,9,27,35,1,1,0,Semi-Furnished,4811470
Mumbai,Kurla,1065,4,4,21,17,24,1,1,0,Semi-Furnished,10727996
Bangalore,Whitefield,3717,4,5,12,9,15,0,0,1,Semi-Furnished,20154393
Bangalore,Hebbal,3318,4,4,13,12,20,1,1,0,Unfurnished,18173063
Pune,Baner,2187,3,2,24,13,22,0,1,0,Unfurnished,14414150
Hyderabad,Madhapur,1908,4,4,17,0,2,1,0,0,Semi-Furnished,10184589
Hyderabad,Jubilee Hills,761,2,3,19,19,28,1,1,0,Unfurnished,4419193
Mumbai,Andheri,1030,2,2,22,14,19,0,0,0,Semi-Furnished,9163988
Chennai,Anna Nagar,2377,4,5,7,24,25,1,0,0,Semi-Furnished,14756829
Delhi NCR,Gurugram,1894,3,4,4,11,12,1,0,0,Semi-Furnished,15596332
Hyderabad,Jubilee Hills,2206,2,3,20,15,22,0,1,1,Unfurnished,11564020
Pune,Kothrud,3438,2,1,19,6,12,1,1,1,Semi-Furnished,23129867
Mumbai,Powai,1720,2,3,24,13,22,1,0,1,Semi-Furnished,16360658
Mumbai,Thane,1447,3,3,11,8,9,1,1,0,Fully Furnished,15212547
Delhi NCR,Noida Sector 62,1084,3,3,15,8,15,0,0,1,Semi-Furnished,8209795
Pune,Hinjewadi,3362,2,2,19,9,17,1,1,1,Unfurnished,20473945
Chennai,OMR,2120,4,5,18,8,12,0,1,0,Semi-Furnished,13402873
Pune,Wakad,3855,2,3,24,24,25,0,0,0,Unfurnished,22633449
Chennai,T Nagar,2849,3,2,6,29,32,1,1,0,Semi-Furnished,17058998
Pune,Hinjewadi,1655,3,4,24,15,17,0,1,0,Fully Furnished,11793181
Pune,Kothrud,3691,3,3,3,22,25,1,1,0,Semi-Furnished,23598144
Bangalore,Hebbal,2251,2,1,18,7,13,0,1,0,Unfurnished,10287250
Mumbai,Bandra,3707,2,2,9,27,30,1,1,0,Semi-Furnished,36798037
Pune,Hinjewadi,3175,4,3,7,1,5,1,1,1,Fully Furnished,21828160
Delhi NCR,Noida Sector 62,3120,1,2,15,24,25,1,0,0,Fully Furnished,24507504
Pune,Baner,3076,5,4,3,17,23,1,0,0,Fully Furnished,20422275
Hyderabad,Kondapur,2581,3,4,9,23,25,1,1,1,Semi-Furnished,13666767
Mumbai,Kurla,1031,2,3,18,17,21,1,1,0,Semi-Furnished,10408434
Hyderabad,Jubilee Hills,1731,3,3,15,26,31,1,1,0,Unfurnished,9927676
Mumbai,Powai,2493,2,3,11,11,16,0,1,0,Fully Furnished,24686911
Hyderabad,Jubilee Hills,2197,3,4,19,23,27,1,1,0,Unfurnished,12857374
Pune,Wakad,3870,5,6,1,2,5,1,1,1,Unfurnished,25662343
Pune,Baner,2045,2,2,10,1,5,1,1,0,Fully Furnished,13412126
Bangalore,Whitefield,3665,3,4,19,5,8,1,0,1,Semi-Furnished,18567785
Delhi NCR,Greater Noida,1937,2,2,22,5,8,1,1,0,Semi-Furnished,14419900
Hyderabad,Kondapur,870,3,2,12,16,20,1,1,1,Fully Furnished,5587974
Chennai,Velachery,908,2,2,2,15,24,0,1,1,Semi-Furnished,6130304
Bangalore,HSR Layout,1906,3,3,16,22,31,1,0,0,Semi-Furnished,11134848
Hyderabad,Jubilee Hills,2401,5,6,9,27,35,0,0,0,Unfurnished,14260026
Hyderabad,Jubilee Hills,1970,2,2,7,12,16,1,0,0,Semi-Furnished,10101814
Bangalore,HSR Layout,1116,3,2,5,11,13,0,0,0,Semi-Furnished,6640887
Pune,Viman Nagar,570,3,3,13,10,19,0,0,0,Fully Furnished,4529943
Hyderabad,Jubilee Hills,583,3,4,18,14,20,1,1,0,Semi-Furnished,4343806
Pune,Hinjewadi,2756,3,2,23,27,35,1,1,0,Semi-Furnished,16857542
Bangalore,Indiranagar,758,3,4,21,16,20,1,1,0,Fully Furnished,5099666
Pune,Baner,3810,1,2,0,19,27,1,1,1,Semi-Furnished,23581522
Mumbai,Andheri,1825,4,4,24,28,34,1,1,0,Unfurnished,16998325
Chennai,Adyar,3803,4,5,10,21,27,0,1,0,Fully Furnished,21096026
Hyderabad,Gachibowli,1431,2,1,24,23,29,0,1,0,Fully Furnished,7897828
Delhi NCR,Faridabad,2829,2,1,24,26,35,1,0,1,Fully Furnished,20951161
Chennai,Velachery,893,3,2,13,26,27,0,1,1,Unfurnished,6649585
Pune,Hinjewadi,2965,5,4,12,7,8,1,1,1,Semi-Furnished,18645628
Hyderabad,HITEC City,3777,5,5,11,25,30,1,1,1,Fully Furnished,22102972
Pune,Baner,3835,4,3,21,6,7,1,0,0,Unfurnished,24939875
Mumbai,Kurla,1834,2,2,5,10,19,1,1,0,Semi-Furnished,18567074
Bangalore,Hebbal,3406,4,5,3,20,24,1,1,1,Unfurnished,18726234
Hyderabad,Madhapur,2429,4,5,23,28,30,0,0,0,Semi-Furnished,12699231
Mumbai,Thane,2220,2,2,8,21,24,1,1,1,Fully Furnished,23025011
Mumbai,Andheri,1125,2,3,6,7,16,1,1,0,Semi-Furnished,11771523
Hyderabad,Madhapur,3650,3,4,6,18,26,1,0,1,Unfurnished,19384433
Pune,Hinjewadi,2392,3,2,12,5,8,0,0,0,Semi-Furnished,14434170
Delhi NCR,Noida Sector 62,3913,2,3,1,19,27,1,1,0,Unfurnished,29182482
Mumbai,Kurla,2336,1,2,1,28,32,1,1,0,Unfurnished,21789582
Chennai,Anna Nagar,1061,2,2,14,18,24,0,1,0,Fully Furnished,6961731
Mumbai,Kurla,3379,2,1,15,18,22,1,0,1,Fully Furnished,31865562
Delhi NCR,Dwarka,3666,2,3,1,3,8,1,1,0,Semi-Furnished,28710978
Pune,Hinjewadi,2293,3,4,19,21,30,0,0,1,Semi-Furnished,15507767
Pune,Hinjewadi,1440,2,2,24,14,16,1,1,1,Fully Furnished,10487494
Chennai,Velachery,3922,4,5,4,26,35,0,1,0,Unfurnished,24832822
Mumbai,Thane,2609,4,3,1,16,19,0,1,1,Unfurnished,25069036
Pune,Wakad,1665,4,3,19,17,22,1,0,1,Semi-Furnished,12326734
Delhi NCR,Noida Sector 62,2365,3,2,6,28,35,1,0,1,Unfurnished,19673242
Hyderabad,Jubilee Hills,3281,2,2,4,19,21,0,0,1,Unfurnished,17915337
Bangalore,Koramangala,2391,2,1,10,11,15,1,1,0,Semi-Furnished,11012577
Bangalore,Koramangala,3682,2,1,7,9,10,1,0,0,Semi-Furnished,18089397
Bangalore,Indiranagar,2139,5,4,16,8,11,1,0,0,Unfurnished,10406999
Mumbai,Thane,2050,2,1,13,7,13,1,1,1,Semi-Furnished,19415054
Chennai,Anna Nagar,1281,3,2,4,25,27,1,0,1,Semi-Furnished,8505232
Pune,Viman Nagar,2194,3,2,3,7,15,1,0,1,Unfurnished,13876263
Hyderabad,Madhapur,3728,4,4,2,10,17,1,0,0,Semi-Furnished,22155658
Delhi NCR,Noida Sector 62,3086,3,2,6,22,25,0,0,0,Fully Furnished,22530210
Hyderabad,Kondapur,1096,3,4,10,29,30,1,1,0,Semi-Furnished,7600580
Delhi NCR,Dwarka,2556,3,3,0,11,15,1,0,0,Semi-Furnished,20309103
Mumbai,Bandra,2823,3,4,21,21,25,1,0,1,Unfurnished,26339266
Bangalore,Indiranagar,2774,1,2,23,29,34,0,1,0,Unfurnished,13123648
Mumbai,Bandra,2733,4,3,17,29,32,1,0,1,Unfurnished,27322058
Chennai,Anna Nagar,3138,3,4,21,22,24,0,1,0,Fully Furnished,17760662
Chennai,OMR,3787,1,2,0,5,7,0,1,0,Semi-Furnished,21854537
Delhi NCR,Greater Noida,2980,4,5,15,2,10,1,1,1,Semi-Furnished,22059746
Pune,Baner,3116,3,2,12,14,21,1,1,0,Semi-Furnished,19240094
Pune,Wakad,3203,4,3,5,27,28,0,1,1,Unfurnished,21742279
Delhi NCR,Dwarka,855,4,3,5,5,14,0,1,0,Semi-Furnished,7448568
Chennai,OMR,3390,4,4,20,27,30,0,1,0,Fully Furnished,19181964
Chennai,Adyar,2540,1,1,22,6,9,1,1,1,Semi-Furnished,13566765
Chennai,Anna Nagar,891,2,1,13,5,6,1,0,1,Fully Furnished,6137351
Mumbai,Thane,1078,4,5,4,26,30,1,1,1,Semi-Furnished,12261210
Chennai,OMR,3846,4,3,7,1,3,1,1,1,Fully Furnished,21063365
Hyderabad,Kondapur,2140,3,4,17,5,8,1,0,0,Unfurnished,10780937
Bangalore,HSR Layout,2967,2,1,5,28,29,0,1,0,Fully Furnished,14301238
Chennai,Velachery,2508,2,1,4,28,31,0,0,0,Fully Furnished,15848450
Delhi NCR,Greater Noida,2223,5,4,9,1,5,1,1,0,Fully Furnished,18744049
Bangalore,Hebbal,663,2,1,17,0,6,1,0,0,Fully Furnished,3348720
Mumbai,Bandra,3326,2,1,12,14,17,0,0,1,Semi-Furnished,32764502
Delhi NCR,Gurugram,1137,3,2,22,9,15,1,1,1,Unfurnished,8731926
Bangalore,Indiranagar,3754,2,1,19,9,11,0,0,1,Fully Furnished,18647935
Delhi NCR,Noida Sector 62,3881,4,5,5,9,17,1,1,0,Unfurnished,29010952
Mumbai,Bandra,2564,1,1,20,4,9,0,1,0,Semi-Furnished,22812216
Hyderabad,Kondapur,2993,1,1,3,3,4,1,0,1,Semi-Furnished,16717305
Mumbai,Andheri,669,3,2,12,24,30,1,0,0,Unfurnished,7021645
Mumbai,Andheri,3851,3,3,17,14,17,1,0,0,Semi-Furnished,35052685
Delhi NCR,Dwarka,839,2,3,12,8,12,1,1,0,Fully Furnished,7201789
Pune,Hinjewadi,1225,3,4,12,15,23,1,1,1,Unfurnished,8321157
Chennai,Anna Nagar,2433,2,3,6,8,16,1,0,1,Unfurnished,13965458
Chennai,T Nagar,1534,4,4,4,18,26,0,0,1,Semi-Furnished,9877961
Hyderabad,Jubilee Hills,2145,1,1,2,13,18,1,0,1,Unfurnished,11133665
Hyderabad,HITEC City,632,5,5,5,25,26,0,0,0,Fully Furnished,5263193
Chennai,Anna Nagar,3448,3,2,7,11,20,1,1,0,Fully Furnished,21137307
Pune,Hinjewadi,3187,2,3,11,11,20,1,0,0,Semi-Furnished,19624257
Chennai,T Nagar,3719,1,2,1,2,10,1,0,1,Unfurnished,20155011
Pune,Baner,1322,3,2,10,28,31,0,1,0,Semi-Furnished,8485215
Hyderabad,Jubilee Hills,1453,2,2,19,18,24,0,1,1,Semi-Furnished,8322579
Bangalore,Koramangala,2626,2,3,2,10,17,1,1,0,Semi-Furnished,13257482
Delhi NCR,Greater Noida,845,2,2,22,25,29,1,1,0,Fully Furnished,7745634
Hyderabad,Gachibowli,1108,3,2,9,4,11,1,1,1,Fully Furnished,7714120
Hyderabad,Madhapur,3820,3,3,7,5,14,1,1,0,Semi-Furnished,22607481
Mumbai,Bandra,1138,1,1,7,5,11,1,1,0,Semi-Furnished,11080058
Mumbai,Thane,1547,3,3,13,18,20,1,0,1,Semi-Furnished,16041399
Mumbai,Bandra,1994,3,2,3,13,19,1,1,1,Fully Furnished,18948251
Delhi NCR,Gurugram,1724,1,2,14,15,18,0,0,0,Semi-Furnished,13352865
Mumbai,Thane,2678,4,3,9,11,18,1,1,0,Semi-Furnished,26779035
Pune,Wakad,2903,3,3,17,17,20,0,1,0,Semi-Furnished,19046837
Chennai,OMR,3491,5,6,21,21,29,1,1,0,Semi-Furnished,20648336
Bangalore,Indiranagar,649,2,2,14,12,17,1,1,0,Unfurnished,4386162
Hyderabad,Gachibowli,2049,5,5,18,19,22,1,1,1,Unfurnished,13066735
Pune,Hinjewadi,1827,3,2,23,8,9,1,1,0,Semi-Furnished,11496580
Bangalore,HSR Layout,2064,3,2,2,17,22,0,0,0,Unfurnished,10300848
Pune,Viman Nagar,549,3,3,1,3,6,0,1,0,Fully Furnished,4713121
Pune,Baner,3011,1,1,12,10,14,0,1,0,Unfurnished,19638537
Hyderabad,HITEC City,3811,4,4,12,26,30,0,1,0,Fully Furnished,20045790
Chennai,T Nagar,2005,3,2,24,17,20,0,1,0,Unfurnished,11943754
Mumbai,Powai,3002,1,1,8,20,26,0,1,0,Unfurnished,26676770
Delhi NCR,Greater Noida,3854,1,1,24,2,8,0,1,1,Fully Furnished,31112230
Chennai,Velachery,834,1,2,2,3,4,0,1,1,Fully Furnished,5806571
Delhi NCR,Faridabad,1875,3,2,1,8,12,1,1,1,Unfurnished,15143949
Hyderabad,Jubilee Hills,1167,3,3,13,12,13,1,1,1,Unfurnished,7315314
Hyderabad,HITEC City,2172,3,4,15,14,21,1,1,1,Unfurnished,11849592
Hyderabad,Kondapur,2874,2,1,13,9,16,1,0,0,Semi-Furnished,14065496
Bangalore,Whitefield,1515,3,2,3,26,32,1,1,0,Semi-Furnished,8802478
Delhi NCR,Faridabad,835,3,3,1,20,22,0,0,0,Semi-Furnished,7050031
Chennai,Velachery,1165,1,1,15,8,12,0,1,0,Fully Furnished,7424974
Chennai,T Nagar,3542,2,2,7,15,18,1,1,1,Fully Furnished,19602920
Pune,Hinjewadi,580,1,1,0,15,23,0,0,0,Fully Furnished,4450088
Pune,Baner,2634,4,3,17,12,14,1,0,0,Semi-Furnished,15898816
Pune,Wakad,2299,3,4,21,4,6,1,0,0,Unfurnished,14564298
Hyderabad,Madhapur,757,5,4,8,9,10,1,1,0,Semi-Furnished,5414031
Chennai,OMR,1490,2,3,11,24,33,1,0,0,Fully Furnished,10202244
Delhi NCR,Faridabad,684,4,3,4,23,26,1,1,0,Unfurnished,6604529
Hyderabad,Jubilee Hills,2215,3,4,20,0,8,1,0,0,Fully Furnished,12008838
Bangalore,Indiranagar,3245,3,2,2,28,35,1,1,1,Unfurnished,17075043
Pune,Wakad,622,2,3,7,2,3,1,1,0,Semi-Furnished,5184075
Hyderabad,Jubilee Hills,3667,3,4,21,20,26,0,1,0,Semi-Furnished,17917973
Hyderabad,Kondapur,1104,4,3,15,27,35,0,0,0,Fully Furnished,7003593
Bangalore,Koramangala,3062,2,1,17,2,8,1,0,0,Unfurnished,15672697
Mumbai,Andheri,1403,2,2,11,9,18,0,0,0,Unfurnished,12318907
Chennai,Adyar,2037,3,4,11,16,19,1,1,1,Semi-Furnished,12437545
Delhi NCR,Gurugram,2481,5,4,20,29,35,0,1,1,Fully Furnished,19911819
Mumbai,Andheri,1894,3,3,3,26,30,0,0,1,Unfurnished,18906780
Pune,Kothrud,2852,2,1,9,17,20,1,1,1,Semi-Furnished,19048830
Hyderabad,Jubilee Hills,3928,2,3,8,12,20,1,0,1,Fully Furnished,22748936
Bangalore,Whitefield,3719,2,1,3,1,8,1,1,0,Fully Furnished,17092812
Bangalore,HSR Layout,1808,4,3,23,15,22,0,1,1,Fully Furnished,8897201
Chennai,Velachery,3204,3,3,0,3,8,1,1,1,Fully Furnished,18281278
Mumbai,Andheri,2365,3,2,4,21,22,1,1,0,Semi-Furnished,23706520
Chennai,Anna Nagar,2441,2,2,24,17,23,1,1,1,Unfurnished,13053932
Hyderabad,Kondapur,2809,4,5,2,13,19,1,0,1,Fully Furnished,17328542
Chennai,Velachery,2097,3,4,10,5,8,1,1,0,Semi-Furnished,12619498
Delhi NCR,Noida Sector 62,990,5,4,12,10,15,0,1,0,Semi-Furnished,8556562
Bangalore,Koramangala,3285,3,3,21,16,25,0,0,0,Semi-Furnished,14877600
Bangalore,Hebbal,1554,4,5,10,7,14,1,0,0,Semi-Furnished,9025426
Pune,Viman Nagar,1201,4,3,5,2,10,0,1,0,Semi-Furnished,7954884
Pune,Kothrud,3434,2,1,21,23,32,0,1,0,Unfurnished,21793079
Hyderabad,Gachibowli,1791,5,4,3,2,8,1,1,0,Semi-Furnished,10967160
Delhi NCR,Faridabad,2559,1,1,6,16,21,1,0,1,Fully Furnished,18964185
Mumbai,Bandra,1714,3,2,2,3,8,1,0,1,Fully Furnished,16191914
Chennai,Adyar,1923,5,5,21,18,23,0,1,0,Semi-Furnished,11276502
Hyderabad,Madhapur,2060,2,1,9,7,11,0,1,0,Unfurnished,10791116
Pune,Hinjewadi,2441,3,2,4,16,18,1,1,1,Unfurnished,17344608
Chennai,Anna Nagar,2638,3,2,18,24,31,0,1,0,Semi-Furnished,16736652
Pune,Viman Nagar,1099,3,2,17,26,33,1,1,0,Semi-Furnished,7919563
Chennai,OMR,2309,4,3,16,29,37,1,1,0,Unfurnished,14466716
Mumbai,Powai,2848,3,2,23,24,32,1,1,0,Fully Furnished,25818978
Hyderabad,Jubilee Hills,1634,4,3,0,21,29,1,1,1,Semi-Furnished,10424087
Chennai,Anna Nagar,579,2,3,4,4,13,1,1,1,Semi-Furnished,4571234
Delhi NCR,Faridabad,1335,2,3,20,10,16,1,1,0,Unfurnished,10671276
Bangalore,Koramangala,1151,2,1,16,29,33,1,0,1,Fully Furnished,6469267
Delhi NCR,Greater Noida,2980,3,3,24,11,13,1,1,0,Fully Furnished,22599232
Delhi NCR,Greater Noida,916,2,1,20,20,25,1,1,0,Semi-Furnished,6892378
Bangalore,HSR Layout,3785,3,3,8,14,20,0,1,0,Unfurnished,21100545
Delhi NCR,Greater Noida,1970,2,2,10,11,18,0,1,0,Unfurnished,14737012
Chennai,Velachery,2565,3,3,21,21,27,1,0,0,Semi-Furnished,14950567
Chennai,OMR,1577,1,1,6,6,10,1,1,0,Unfurnished,9617879
Chennai,Adyar,2403,3,3,6,23,27,1,1,0,Semi-Furnished,13448317
Bangalore,Whitefield,1245,3,4,1,2,9,1,0,0,Unfurnished,6955282
Delhi NCR,Greater Noida,2502,4,3,13,9,10,0,1,0,Semi-Furnished,19200988
Bangalore,Indiranagar,739,3,4,15,15,18,0,1,0,Fully Furnished,4743216
Chennai,T Nagar,3393,3,4,4,0,2,1,0,0,Fully Furnished,19132119
